card_id,pr_id,population_case_type,pr_state,merged,repo_id,agent,html_url,cita_textual_retrabajo,evidence_source,evidence_created_at,merged_at,horas_creacion_a_primera_aprobacion,horas_creacion_a_merge,horas_creacion_a_aceptacion,fuente_tiempo_aceptacion,categoria_retrabajo_pre_merge,justificacion_breve,resumen_justificacion_categoria
2941643405-A,2941643405,merged_after_rework,closed,true,283046497,Devin,https://github.com/airbytehq/airbyte/pull/56356,,pr_review_comment,2025-03-24T00:11:58Z,2025-03-24T04:25:23Z,,4.360,4.360,merge_sin_review_aprobada,,,
2949364196-A,2949364196,merged_after_rework,closed,true,710601088,Devin,https://github.com/crewAIInc/crewAI/pull/2476,,pr_review_comment,2025-03-26T13:12:49Z,2025-03-26T19:40:25Z,7.459,7.483,7.459,primera_review_aprobada,,,
2958369170-A,2958369170,merged_after_rework,closed,true,496817075,Devin,https://github.com/GlareDB/glaredb/pull/3524,,pr_review_comment,2025-03-29T18:27:44Z,2025-03-29T18:55:02Z,0.305,0.629,0.305,primera_review_aprobada,,,
2958441612-A,2958441612,merged_after_rework,closed,true,496817075,Devin,https://github.com/GlareDB/glaredb/pull/3528,,pr_review_comment,2025-03-29T19:30:04Z,2025-03-29T19:52:33Z,0.175,0.507,0.175,primera_review_aprobada,,,
2962061671-A,2962061671,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/1060,,pr_review_comment,2025-04-01T03:02:03Z,2025-04-01T03:23:21Z,0.127,0.439,0.127,primera_review_aprobada,,,
2968159813-A,2968159813,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/1093,,pr_review_comment,2025-04-03T03:43:48Z,2025-04-04T07:29:02Z,0.603,28.271,0.603,primera_review_aprobada,,,
2971120661-A,2971120661,merged_after_rework,closed,true,151331938,Devin,https://github.com/near/nearcore/pull/13281,,pr_review,2025-04-04T07:27:56Z,2025-04-07T15:43:38Z,4.502,85.186,4.502,primera_review_aprobada,,,
2971908072-A,2971908072,merged_after_rework,closed,true,934897158,Devin,https://github.com/digitaldemocracy2030/kouchou-ai/pull/232,,pr_review,2025-04-08T11:55:29Z,2025-04-08T11:55:39Z,97.781,97.784,97.781,primera_review_aprobada,,,
2974922148-A,2974922148,merged_after_rework,closed,true,352436122,Devin,https://github.com/neondatabase/website/pull/3283,,pr_review_comment,2025-04-06T14:50:48Z,2025-04-06T16:54:50Z,4.516,4.518,4.516,primera_review_aprobada,,,
2975836797-A,2975836797,merged_after_rework,closed,true,151331938,Devin,https://github.com/near/nearcore/pull/13307,,pr_review_comment,2025-04-07T08:22:55Z,2025-04-07T16:17:56Z,3.254,9.238,3.254,primera_review_aprobada,,,
2982621538-A,2982621538,merged_after_rework,closed,true,350360184,Devin,https://github.com/calcom/cal.com/pull/20631,,pr_review_comment,2025-04-09T13:28:31Z,2025-04-23T13:59:10Z,337.808,337.833,337.808,primera_review_aprobada,,,
2988779041-A,2988779041,merged_after_rework,closed,true,350360184,Devin,https://github.com/calcom/cal.com/pull/20663,,pr_comment,2025-04-14T07:59:35Z,2025-04-14T08:55:14Z,66.434,66.792,66.434,primera_review_aprobada,,,
2989136571-A,2989136571,merged_after_rework,closed,true,352436122,Devin,https://github.com/neondatabase/website/pull/3315,,pr_review_comment,2025-04-11T19:43:31Z,2025-04-11T19:53:15Z,,3.476,3.476,merge_sin_review_aprobada,,,
3004072776-A,3004072776,merged_after_rework,closed,true,934897158,Devin,https://github.com/digitaldemocracy2030/kouchou-ai/pull/331,,pr_review,2025-04-24T14:45:42Z,2025-04-24T14:46:25Z,152.759,152.771,152.759,primera_review_aprobada,,,
3005860496-A,3005860496,merged_after_rework,closed,true,352436122,Devin,https://github.com/neondatabase/website/pull/3354,,pr_review_comment,2025-04-23T12:03:47Z,2025-04-23T12:25:03Z,109.976,109.981,109.976,primera_review_aprobada,,,
3006630991-A,3006630991,merged_after_rework,closed,true,311811610,Devin,https://github.com/vladfi1/slippi-ai/pull/34,,pr_comment,2025-04-19T20:27:01Z,2025-04-21T17:37:29Z,,45.649,45.649,merge_sin_review_aprobada,,,
3007834112-A,3007834112,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/1424,,pr_review_comment,2025-04-21T08:35:09Z,2025-04-22T05:34:37Z,0.707,21.689,0.707,primera_review_aprobada,,,
3019945406-A,3019945406,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/1522,,pr_review_comment,2025-04-28T08:19:33Z,2025-05-01T08:58:26Z,68.932,140.361,68.932,primera_review_aprobada,,,
3021061661-A,3021061661,merged_after_rework,closed,true,955904085,Devin,https://github.com/antiwork/flexile/pull/202,,pr_comment,2025-04-26T12:02:51Z,2025-04-28T00:39:51Z,,51.174,51.174,merge_sin_review_aprobada,,,
3021791613-A,3021791613,merged_after_rework,closed,true,955904085,Devin,https://github.com/antiwork/flexile/pull/210,,pr_comment,2025-04-27T02:15:09Z,2025-05-01T19:14:42Z,,127.062,127.062,merge_sin_review_aprobada,,,
3021989795-A,3021989795,merged_after_rework,closed,true,496817075,Devin,https://github.com/GlareDB/glaredb/pull/3729,,pr_comment,2025-04-26T14:54:16Z,2025-04-26T14:59:11Z,,0.102,0.102,merge_sin_review_aprobada,,,
3029374639-A,3029374639,merged_after_rework,closed,true,860671682,Devin,https://github.com/synth-inc/onit/pull/184,,pr_review_comment,2025-05-08T09:09:23Z,2025-05-08T21:47:07Z,,217.949,217.949,merge_sin_review_aprobada,,,
3036581562-A,3036581562,merged_after_rework,closed,true,771479895,Devin,https://github.com/lingodotdev/lingo.dev/pull/700,,pr_review_comment,2025-05-02T18:53:14Z,2025-05-02T19:20:35Z,,1.021,1.021,merge_sin_review_aprobada,,,
3039645274-A,3039645274,merged_after_rework,closed,true,350360184,Devin,https://github.com/calcom/cal.com/pull/21114,,pr_review_comment,2025-05-05T13:17:24Z,2025-05-07T13:10:21Z,46.906,47.916,46.906,primera_review_aprobada,,,
3049395641-A,3049395641,merged_after_rework,closed,true,392768635,Devin,https://github.com/faros-ai/airbyte-connectors/pull/2017,,pr_review_comment,2025-05-09T23:17:23Z,2025-05-11T22:42:47Z,9.459,79.049,9.459,primera_review_aprobada,,,
3049889451-A,3049889451,merged_after_rework,closed,true,705022737,Devin,https://github.com/tegnike/aituber-kit/pull/387,,pr_comment,2025-05-15T10:10:46Z,2025-05-15T10:29:59Z,,159.139,159.139,merge_sin_review_aprobada,,,
3053850042-A,3053850042,merged_after_rework,closed,true,923332984,Devin,https://github.com/ryokun6/ryos/pull/20,,pr_review_comment,2025-05-10T07:28:51Z,2025-05-10T07:33:25Z,,0.123,0.123,merge_sin_review_aprobada,,,
3057663648-A,3057663648,merged_after_rework,closed,true,283046497,Devin,https://github.com/airbytehq/airbyte/pull/60225,,pr_review_comment,2025-05-12T22:13:13Z,2025-05-20T16:55:28Z,190.559,191.360,190.559,primera_review_aprobada,,,
3058723574-A,3058723574,merged_after_rework,closed,true,350360184,Devin,https://github.com/calcom/cal.com/pull/21267,,pr_review,2025-05-13T15:37:21Z,2025-05-14T01:55:58Z,21.496,21.502,21.496,primera_review_aprobada,,,
3067433888-A,3067433888,merged_after_rework,closed,true,965250949,Devin,https://github.com/theopenco/llmgateway/pull/92,,pr_review_comment,2025-05-15T21:44:21Z,2025-05-16T11:05:01Z,,13.412,13.412,merge_sin_review_aprobada,,,
3068163160-A,3068163160,merged_after_rework,closed,true,400215964,Devin,https://github.com/novuhq/novu/pull/8313,,pr_review_comment,2025-05-16T07:35:15Z,2025-05-16T08:56:44Z,1.665,1.688,1.665,primera_review_aprobada,,,
3074038581-A,3074038581,merged_after_rework,closed,true,400215964,Devin,https://github.com/novuhq/novu/pull/8335,,pr_review_comment,2025-05-19T14:30:01Z,2025-05-19T18:39:26Z,4.225,4.228,4.225,primera_review_aprobada,,,
3074316895-A,3074316895,merged_after_rework,closed,true,983878076,Devin,https://github.com/team-mirai/policy/pull/1235,,pr_review,2025-05-22T05:26:46Z,2025-05-22T23:27:29Z,61.534,79.605,61.534,primera_review_aprobada,,,
3080865891-A,3080865891,merged_after_rework,closed,true,1608922,Devin,https://github.com/milkshakesoftware/PreMailer.Net/pull/425,,pr_review_comment,2025-05-21T17:24:05Z,2025-05-21T17:29:23Z,0.628,0.631,0.628,primera_review_aprobada,,,
3082954718-A,3082954718,merged_after_rework,closed,true,352436122,Devin,https://github.com/neondatabase/website/pull/3500,,pr_review_comment,2025-05-23T14:08:37Z,2025-05-23T18:46:57Z,30.012,31.883,30.012,primera_review_aprobada,,,
3084608702-A,3084608702,merged_after_rework,closed,true,350360184,Devin,https://github.com/calcom/cal.com/pull/21479,,pr_review_comment,2025-06-10T13:00:31Z,2025-06-12T11:56:13Z,493.949,494.229,493.949,primera_review_aprobada,,,
3084617544-A,3084617544,merged_after_rework,closed,true,70107786,Devin,https://github.com/vercel/next.js/pull/79523,,pr_review_comment,2025-06-03T15:15:13Z,2025-06-03T17:00:31Z,282.906,283.203,282.906,primera_review_aprobada,,,
3090861379-A,3090861379,merged_after_rework,closed,true,965250949,Devin,https://github.com/theopenco/llmgateway/pull/208,,pr_review_comment,2025-05-27T17:58:58Z,2025-07-06T00:04:04Z,30.724,972.749,30.724,primera_review_aprobada,,,
3092080816-A,3092080816,merged_after_rework,closed,true,752526884,Devin,https://github.com/airbytehq/PyAirbyte/pull/677,,pr_review_comment,2025-05-26T21:28:37Z,2025-05-26T22:46:30Z,0.439,1.357,0.439,primera_review_aprobada,,,
3105198601-A,3105198601,merged_after_rework,closed,true,917974798,Devin,https://github.com/sam-goodwin/alchemy/pull/240,,pr_review_comment,2025-05-31T11:38:56Z,2025-05-31T13:12:56Z,,3.930,3.930,merge_sin_review_aprobada,,,
3110530997-A,3110530997,merged_after_rework,closed,true,496817075,Devin,https://github.com/GlareDB/glaredb/pull/3892,,pr_review_comment,2025-06-02T14:55:10Z,2025-06-02T15:51:08Z,,0.984,0.984,merge_sin_review_aprobada,,,
3113332396-A,3113332396,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/1870,,pr_review_comment,2025-06-04T07:09:57Z,2025-06-04T07:41:41Z,17.437,21.465,17.437,primera_review_aprobada,,,
3135158075-A,3135158075,merged_after_rework,closed,true,965250949,Devin,https://github.com/theopenco/llmgateway/pull/339,,pr_review_comment,2025-06-11T00:59:32Z,2025-06-16T00:03:09Z,,119.289,119.289,merge_sin_review_aprobada,,,
3136694740-A,3136694740,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/1985,,pr_review,2025-06-12T06:47:18Z,2025-06-12T07:06:52Z,18.052,18.378,18.052,primera_review_aprobada,,,
3143957758-A,3143957758,merged_after_rework,closed,true,919679654,Devin,https://github.com/appdotbuild/platform/pull/203,,pr_comment,2025-06-16T10:32:03Z,2025-06-16T11:05:42Z,0.023,67.537,0.023,primera_review_aprobada,,,
3152123723-A,3152123723,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/2039,,pr_review_comment,2025-06-17T06:04:15Z,2025-06-17T06:24:44Z,0.246,0.832,0.246,primera_review_aprobada,,,
3154970783-A,3154970783,merged_after_rework,closed,true,392768635,Devin,https://github.com/faros-ai/airbyte-connectors/pull/2098,,pr_review_comment,2025-06-17T23:51:34Z,2025-06-19T21:13:26Z,45.668,46.031,45.668,primera_review_aprobada,,,
3155631091-A,3155631091,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/2064,,pr_review,2025-06-18T07:17:33Z,2025-06-18T07:23:12Z,0.638,0.939,0.638,primera_review_aprobada,,,
3164556099-A,3164556099,merged_after_rework,closed,true,496817075,Devin,https://github.com/GlareDB/glaredb/pull/3953,,pr_review_comment,2025-06-20T23:47:39Z,2025-06-21T00:37:23Z,0.253,0.912,0.253,primera_review_aprobada,,,
3166502475-A,3166502475,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/2130,,pr_review,2025-06-23T07:42:44Z,2025-06-23T09:02:31Z,7.013,7.148,7.013,primera_review_aprobada,,,
3167827984-A,3167827984,merged_after_rework,closed,true,955904085,Devin,https://github.com/antiwork/flexile/pull/402,,pr_review_comment,2025-06-23T12:53:03Z,2025-06-23T14:06:40Z,,2.672,2.672,merge_sin_review_aprobada,,,
3180240926-A,3180240926,merged_after_rework,closed,true,787076358,Devin,https://github.com/mendableai/firecrawl/pull/1720,,pr_review_comment,2025-06-27T14:30:10Z,2025-06-27T14:30:49Z,18.560,18.562,18.560,primera_review_aprobada,,,
3185339252-A,3185339252,merged_after_rework,closed,true,959682770,Devin,https://github.com/antiwork/gumroad/pull/494,,pr_comment,2025-06-28T23:33:37Z,2025-06-28T23:36:06Z,,5.485,5.485,merge_sin_review_aprobada,,,
3187604272-A,3187604272,merged_after_rework,closed,true,127246132,Devin,https://github.com/reown-com/appkit/pull/4581,,pr_review_comment,2025-06-30T09:44:51Z,2025-07-02T15:51:15Z,1.334,55.432,1.334,primera_review_aprobada,,,
3195989523-A,3195989523,merged_after_rework,closed,true,352436122,Devin,https://github.com/neondatabase/website/pull/3616,,pr_review_comment,2025-07-04T12:10:28Z,2025-07-04T19:04:05Z,46.587,53.271,46.587,primera_review_aprobada,,,
3196948732-A,3196948732,merged_after_rework,closed,true,787076358,Devin,https://github.com/mendableai/firecrawl/pull/1752,,pr_review_comment,2025-07-02T19:21:00Z,2025-07-02T19:52:36Z,0.547,0.549,0.547,primera_review_aprobada,,,
3199198584-A,3199198584,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/2344,,pr_review_comment,2025-07-03T12:39:32Z,2025-07-04T03:05:01Z,13.300,14.733,13.300,primera_review_aprobada,,,
3210268722-A,3210268722,merged_after_rework,closed,true,350360184,Devin,https://github.com/calcom/cal.com/pull/22311,,pr_review_comment,2025-07-22T16:09:06Z,2025-07-24T18:14:39Z,359.980,405.017,359.980,primera_review_aprobada,,,
3210892176-A,3210892176,merged_after_rework,closed,true,440480272,Devin,https://github.com/tramlinehq/tramline/pull/852,,pr_comment,2025-07-16T05:19:59Z,2025-07-16T11:00:06Z,,199.475,199.475,merge_sin_review_aprobada,,,
3213265669-A,3213265669,merged_after_rework,closed,true,352436122,Devin,https://github.com/neondatabase/website/pull/3639,,pr_review_comment,2025-07-11T09:14:24Z,2025-07-11T18:54:32Z,73.226,73.474,73.226,primera_review_aprobada,,,
3215670862-A,3215670862,merged_after_rework,closed,true,440480272,Devin,https://github.com/tramlinehq/tramline/pull/855,,pr_comment,2025-07-30T10:37:14Z,2025-07-30T14:54:04Z,,506.993,506.993,merge_sin_review_aprobada,,,
3231939415-A,3231939415,merged_after_rework,closed,true,941289933,Devin,https://github.com/antiwork/helper/pull/773,,pr_review_comment,2025-07-16T11:31:14Z,2025-07-17T01:14:19Z,,37.518,37.518,merge_sin_review_aprobada,,,
3233131994-A,3233131994,merged_after_rework,closed,true,577975610,Devin,https://github.com/reflex-dev/reflex-web/pull/1518,,pr_review,2025-07-15T20:23:10Z,2025-07-16T19:58:38Z,23.576,26.342,23.576,primera_review_aprobada,,,
3233174406-A,3233174406,merged_after_rework,closed,true,557075997,Devin,https://github.com/reflex-dev/reflex/pull/5575,,pr_comment,2025-07-15T18:01:48Z,2025-07-16T17:46:23Z,0.267,23.938,0.267,primera_review_aprobada,,,
3250416862-A,3250416862,merged_after_rework,closed,true,839216423,Devin,https://github.com/liam-hq/liam/pull/2634,,pr_review_comment,2025-07-21T23:55:17Z,2025-07-22T00:44:53Z,0.191,0.900,0.191,primera_review_aprobada,,,
3270213314-A,3270213314,merged_after_rework,closed,true,955904085,Devin,https://github.com/antiwork/flexile/pull/650,,pr_review_comment,2025-07-28T15:21:51Z,2025-07-28T15:22:59Z,,0.633,0.633,merge_sin_review_aprobada,,,
3277452738-A,3277452738,merged_after_rework,closed,true,370740787,Devin,https://github.com/liveblocks/liveblocks/pull/2557,,pr_review_comment,2025-07-30T15:40:56Z,2025-07-30T18:15:17Z,0.779,3.251,0.779,primera_review_aprobada,,,
3070220125-A,3070220125,merged_after_rework,closed,true,519909104,OpenAI_Codex,https://github.com/VerisimilitudeX/DNAnalyzer/pull/521,,pr_comment,2025-05-17T02:52:00Z,2025-05-17T02:54:14Z,,0.046,0.046,merge_sin_review_aprobada,,,
3071389487-A,3071389487,merged_after_rework,closed,true,663707775,OpenAI_Codex,https://github.com/poe-platform/fastapi_poe/pull/163,,pr_review,2025-05-18T04:43:18Z,2025-05-18T04:45:11Z,0.169,0.200,0.169,primera_review_aprobada,,,
3071510323-A,3071510323,merged_after_rework,closed,true,614765452,OpenAI_Codex,https://github.com/Significant-Gravitas/AutoGPT/pull/9965,,pr_review_comment,2025-06-04T15:36:31Z,2025-07-17T20:22:51Z,1452.683,1452.880,1452.683,primera_review_aprobada,,,
3071803431-A,3071803431,merged_after_rework,closed,true,765572754,OpenAI_Codex,https://github.com/hyperion-mc/hyperion/pull/900,,pr_comment,2025-05-18T16:17:33Z,2025-05-21T18:26:23Z,23.027,76.610,23.027,primera_review_aprobada,,,
3074968173-A,3074968173,merged_after_rework,closed,true,50448254,OpenAI_Codex,https://github.com/econ-ark/HARK/pull/1559,,pr_comment,2025-05-20T01:01:19Z,2025-05-20T13:44:38Z,,17.067,17.067,merge_sin_review_aprobada,,,
3075385562-A,3075385562,merged_after_rework,closed,true,87490037,OpenAI_Codex,https://github.com/commaai/panda/pull/2204,,pr_review_comment,2025-05-20T01:47:38Z,2025-05-20T01:49:25Z,,0.048,0.048,merge_sin_review_aprobada,,,
3078237999-A,3078237999,merged_after_rework,closed,true,357728969,OpenAI_Codex,https://github.com/oven-sh/bun/pull/19800,,pr_review_comment,2025-05-21T02:58:09Z,2025-05-21T06:26:48Z,,9.328,9.328,merge_sin_review_aprobada,,,
3081110111-A,3081110111,merged_after_rework,closed,true,846698999,OpenAI_Codex,https://github.com/block/goose/pull/2621,,pr_review,2025-05-27T00:00:26Z,2025-05-27T17:36:27Z,133.452,142.952,133.452,primera_review_aprobada,,,
3082311072-A,3082311072,merged_after_rework,closed,true,845317529,OpenAI_Codex,https://github.com/giselles-ai/giselle/pull/919,,pr_review,2025-05-24T03:36:33Z,2025-05-26T01:16:24Z,44.403,90.067,44.403,primera_review_aprobada,,,
3083568715-A,3083568715,merged_after_rework,closed,true,614765452,OpenAI_Codex,https://github.com/Significant-Gravitas/AutoGPT/pull/10002,,pr_comment,2025-05-22T14:23:40Z,2025-05-22T16:27:33Z,1.548,2.068,1.548,primera_review_aprobada,,,
3084106426-A,3084106426,merged_after_rework,closed,true,913540439,OpenAI_Codex,https://github.com/hotovo/aider-desk/pull/164,,pr_review,2025-05-22T17:39:43Z,2025-05-27T16:35:34Z,118.971,118.976,118.971,primera_review_aprobada,,,
3084190077-A,3084190077,merged_after_rework,closed,true,519909104,OpenAI_Codex,https://github.com/VerisimilitudeX/DNAnalyzer/pull/536,,pr_comment,2025-05-22T18:13:02Z,2025-05-22T18:26:02Z,,0.227,0.227,merge_sin_review_aprobada,,,
3084191033-A,3084191033,merged_after_rework,closed,true,519909104,OpenAI_Codex,https://github.com/VerisimilitudeX/DNAnalyzer/pull/538,,pr_comment,2025-05-22T18:13:24Z,2025-05-22T18:22:19Z,,0.159,0.159,merge_sin_review_aprobada,,,
3085120870-A,3085120870,merged_after_rework,closed,true,845317529,OpenAI_Codex,https://github.com/giselles-ai/giselle/pull/940,,pr_review_comment,2025-05-23T07:00:53Z,2025-05-23T07:23:22Z,2.410,2.773,2.410,primera_review_aprobada,,,
3099468178-A,3099468178,merged_after_rework,closed,true,839216423,OpenAI_Codex,https://github.com/liam-hq/liam/pull/1812,,pr_review_comment,2025-05-29T07:37:50Z,2025-06-02T01:32:44Z,0.074,89.987,0.074,primera_review_aprobada,,,
3114771710-A,3114771710,merged_after_rework,closed,true,39321023,OpenAI_Codex,https://github.com/prebid/Prebid.js/pull/13261,,pr_review_comment,2025-06-03T18:04:55Z,2025-06-03T18:49:41Z,1.706,1.745,1.706,primera_review_aprobada,,,
3119688458-A,3119688458,merged_after_rework,closed,true,357728969,OpenAI_Codex,https://github.com/oven-sh/bun/pull/20198,,pr_comment,2025-06-05T03:05:07Z,2025-06-11T02:41:21Z,143.596,143.607,143.596,primera_review_aprobada,,,
3130798860-A,3130798860,merged_after_rework,closed,true,832879402,OpenAI_Codex,https://github.com/Kiln-AI/Kiln/pull/354,,pr_review_comment,2025-06-09T17:49:45Z,2025-06-10T04:14:10Z,10.393,11.764,10.393,primera_review_aprobada,,,
3130941497-A,3130941497,merged_after_rework,closed,true,763774926,OpenAI_Codex,https://github.com/EricLBuehler/mistral.rs/pull/1453,,pr_review_comment,2025-06-10T01:22:50Z,2025-06-10T08:32:52Z,,15.131,15.131,merge_sin_review_aprobada,,,
3132759286-A,3132759286,merged_after_rework,closed,true,843437350,OpenAI_Codex,https://github.com/zuplo/zudoku/pull/1158,,pr_review_comment,2025-06-11T13:31:14Z,2025-06-11T18:36:34Z,32.335,33.543,32.335,primera_review_aprobada,,,
3134306675-A,3134306675,merged_after_rework,closed,true,673010778,OpenAI_Codex,https://github.com/roboflow/inference/pull/1350,,pr_review_comment,2025-06-10T17:12:37Z,2025-06-20T18:10:26Z,240.981,240.983,240.981,primera_review_aprobada,,,
3135355668-A,3135355668,merged_after_rework,closed,true,39321023,OpenAI_Codex,https://github.com/prebid/Prebid.js/pull/13355,,pr_review_comment,2025-07-01T15:02:58Z,2025-07-01T15:47:14Z,491.443,492.408,491.443,primera_review_aprobada,,,
3141019816-A,3141019816,merged_after_rework,closed,true,21764480,OpenAI_Codex,https://github.com/hmislk/hmis/pull/12989,,pr_review_comment,2025-06-12T17:17:25Z,2025-06-12T17:20:06Z,,0.185,0.185,merge_sin_review_aprobada,,,
3141621960-A,3141621960,merged_after_rework,closed,true,526655718,OpenAI_Codex,https://github.com/ethereum-optimism/op-geth/pull/629,,pr_review,2025-06-24T17:59:18Z,2025-06-24T18:04:17Z,284.367,284.450,284.367,primera_review_aprobada,,,
3143630432-A,3143630432,merged_after_rework,closed,true,39321023,OpenAI_Codex,https://github.com/prebid/Prebid.js/pull/13378,,pr_comment,2025-06-14T15:55:35Z,2025-06-14T15:55:18Z,,26.243,26.243,merge_sin_review_aprobada,,,
3148027458-A,3148027458,merged_after_rework,closed,true,513328880,OpenAI_Codex,https://github.com/obi1kenobi/cargo-semver-checks/pull/1303,,pr_review_comment,2025-06-15T21:22:15Z,2025-06-18T05:04:22Z,,56.989,56.989,merge_sin_review_aprobada,,,
3153811253-A,3153811253,merged_after_rework,closed,true,100061716,OpenAI_Codex,https://github.com/nrwl/nx/pull/31621,,pr_review_comment,2025-06-17T19:22:22Z,2025-07-10T21:47:31Z,527.242,558.873,527.242,primera_review_aprobada,,,
3166348724-A,3166348724,merged_after_rework,closed,true,357728969,OpenAI_Codex,https://github.com/oven-sh/bun/pull/20576,,pr_comment,2025-06-22T23:06:56Z,2025-06-23T03:51:45Z,,4.749,4.749,merge_sin_review_aprobada,,,
3171267005-A,3171267005,merged_after_rework,closed,true,159556794,OpenAI_Codex,https://github.com/go-vikunja/vikunja/pull/1005,,pr_comment,2025-06-24T21:23:11Z,2025-06-24T10:45:18Z,,0.882,0.882,merge_sin_review_aprobada,,,
3175058659-A,3175058659,merged_after_rework,closed,true,921671178,OpenAI_Codex,https://github.com/metacraft-labs/codetracer/pull/235,,pr_review,2025-06-25T14:37:10Z,2025-06-25T16:21:59Z,4.450,6.197,4.450,primera_review_aprobada,,,
3190402791-A,3190402791,merged_after_rework,closed,true,624615692,OpenAI_Codex,https://github.com/shiosyakeyakini-info/miria/pull/761,,pr_comment,2025-07-01T02:04:12Z,2025-07-06T05:48:50Z,,123.804,123.804,merge_sin_review_aprobada,,,
3195766508-A,3195766508,merged_after_rework,closed,true,39321023,OpenAI_Codex,https://github.com/prebid/Prebid.js/pull/13497,,pr_comment,2025-07-02T13:03:07Z,2025-07-04T12:38:01Z,48.024,48.031,48.024,primera_review_aprobada,,,
3195961080-A,3195961080,merged_after_rework,closed,true,225880766,OpenAI_Codex,https://github.com/KomodoPlatform/komodo-wallet/pull/2856,,pr_review,2025-07-07T20:51:47Z,2025-07-08T15:51:27Z,127.220,146.215,127.220,primera_review_aprobada,,,
3200297530-A,3200297530,merged_after_rework,closed,true,669466632,OpenAI_Codex,https://github.com/selfxyz/self/pull/735,,pr_review_comment,2025-07-05T23:58:59Z,2025-07-06T00:29:27Z,,53.814,53.814,merge_sin_review_aprobada,,,
3203302052-A,3203302052,merged_after_rework,closed,true,225880766,OpenAI_Codex,https://github.com/KomodoPlatform/komodo-wallet/pull/2873,,pr_review,2025-07-07T14:02:50Z,2025-07-07T14:53:43Z,69.117,69.965,69.117,primera_review_aprobada,,,
3216764714-A,3216764714,merged_after_rework,closed,true,509028,OpenAI_Codex,https://github.com/benwbrum/fromthepage/pull/4738,,pr_comment,2025-07-09T18:44:48Z,2025-07-10T17:52:05Z,,23.567,23.567,merge_sin_review_aprobada,,,
3221112155-A,3221112155,merged_after_rework,closed,true,50623416,OpenAI_Codex,https://github.com/parse-community/parse-dashboard/pull/2889,,pr_comment,2025-07-11T00:52:05Z,2025-07-11T23:45:45Z,,22.898,22.898,merge_sin_review_aprobada,,,
3223043473-A,3223043473,merged_after_rework,closed,true,39321023,OpenAI_Codex,https://github.com/prebid/Prebid.js/pull/13569,,pr_review_comment,2025-07-14T16:24:19Z,2025-07-14T17:52:48Z,75.371,75.871,75.371,primera_review_aprobada,,,
3224616004-A,3224616004,merged_after_rework,closed,true,50623416,OpenAI_Codex,https://github.com/parse-community/parse-dashboard/pull/2891,,pr_comment,2025-07-12T01:22:34Z,2025-07-12T01:50:24Z,,0.468,0.468,merge_sin_review_aprobada,,,
3234571524-A,3234571524,merged_after_rework,closed,true,115191883,OpenAI_Codex,https://github.com/wwood/CoverM/pull/258,,pr_comment,2025-07-17T05:59:23Z,2025-07-17T05:59:32Z,,24.121,24.121,merge_sin_review_aprobada,,,
3236878089-A,3236878089,merged_after_rework,closed,true,463548517,OpenAI_Codex,https://github.com/green-coding-solutions/green-metrics-tool/pull/1253,,pr_comment,2025-07-23T08:03:16Z,2025-07-24T10:37:57Z,,184.525,184.525,merge_sin_review_aprobada,,,
3240335886-A,3240335886,merged_after_rework,closed,true,965415649,OpenAI_Codex,https://github.com/openai/codex/pull/1599,,pr_review,2025-07-17T18:32:36Z,2025-07-17T19:54:55Z,1.412,2.611,1.412,primera_review_aprobada,,,
3243689758-A,3243689758,merged_after_rework,closed,true,699532645,OpenAI_Codex,https://github.com/astral-sh/uv/pull/14731,,pr_comment,2025-07-20T17:17:44Z,2025-07-21T09:48:38Z,65.642,65.752,65.642,primera_review_aprobada,,,
3265344408-A,3265344408,merged_after_rework,closed,true,21764480,OpenAI_Codex,https://github.com/hmislk/hmis/pull/14193,,pr_review_comment,2025-07-26T08:53:30Z,2025-07-26T08:53:52Z,,0.206,0.206,merge_sin_review_aprobada,,,
3269427129-A,3269427129,merged_after_rework,closed,true,225880766,OpenAI_Codex,https://github.com/KomodoPlatform/komodo-wallet/pull/3010,,pr_comment,2025-07-28T11:42:22Z,2025-07-30T18:09:29Z,54.998,55.050,54.998,primera_review_aprobada,,,
